1,1.0
2,1.0
3,0.7333333333333333
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,0.6428571428571429
12,1.0
13,1.0
14,1.0
15,0.4444444444444444
16,0.17647058823529413
17,0.19230769230769232
18,1.0
19,1.0
20,0.7222222222222222
21,1.0
22,0.0
23,1.0
24,0.4444444444444444
25,1.0
26,0.7857142857142857
27,0.8
28,0.5
29,1.0
30,1.0
31,1.0
32,0.5625
33,1.0
34,0.4666666666666667
35,1.0
36,0.5
37,1.0
38,1.0
39,0.9583333333333334
40,1.0
41,1.0
42,0.7142857142857143
43,0.9047619047619048
44,1.0
45,1.0
46,1.0
47,0.25
48,1.0
49,1.0
50,1.0
51,0.75
52,0.6923076923076923
53,0.3076923076923077
54,1.0
55,1.0
56,1.0
57,1.0
58,0.8666666666666667
59,0.7142857142857143
60,1.0
61,1.0
62,0.8
63,1.0
64,1.0
65,0.9166666666666666
66,1.0
67,0.36363636363636365
68,1.0
69,1.0
70,1.0
71,0.4444444444444444
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,0.6923076923076923
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,0.06666666666666667
89,1.0
90,1.0
91,0.8181818181818182
92,1.0
93,0.7857142857142857
94,1.0
95,1.0
96,1.0
97,0.4117647058823529
98,1.0
99,0.75
100,0.9230769230769231
